,Municipio,Notificados,Confirmados,Clinico Epidemiologico,Participacao por Municipio,Incidencia,Obitos,Letalidade,Mortalidade,Data
1431,Nova Olinda do Norte,211.0,154.0,4.0,0.29%,412.01,13.0,8.44%,34.78,2020-06-10 00:00:00
1432,Lábrea,220.0,146.0,3.0,0.28%,316.92,1.0,0.68%,2.17,2020-06-10 00:00:00
1433,São Sebastião do Uatumã,275.0,146.0,0.0,0.28%,1041.37,1.0,0.68%,7.13,2020-06-10 00:00:00
1434,Maraã,403.0,145.0,23.0,0.27%,795.65,1.0,0.69%,5.49,2020-06-10 00:00:00
1435,Silves,291.0,139.0,2.0,0.26%,1515.65,4.0,2.88%,43.62,2020-06-10 00:00:00
1436,Caapiranga,257.0,124.0,0.0,0.23%,947.94,2.0,1.61%,15.29,2020-06-10 00:00:00
1437,Boa Vista do Ramos,249.0,111.0,3.0,0.21%,577.91,2.0,1.80%,10.41,2020-06-10 00:00:00
1438,Guajará,100.0,97.0,0.0,0.18%,581.6,1.0,1.03%,6,2020-06-10 00:00:00
1439,Nhamundá,155.0,97.0,1.0,0.18%,458.13,2.0,2.06%,9.45,2020-06-10 00:00:00
1440,Pauini,93.0,93.0,0.0,0.18%,478.74,0.0,0.00%,0,2020-06-10 00:00:00
1441,Codajás,137.0,88.0,0.0,0.17%,307.29,2.0,2.27%,6.98,2020-06-10 00:00:00
1442,Manicoré,596.0,88.0,17.0,0.17%,157.84,2.0,2.27%,3.59,2020-06-10 00:00:00
1443,Itamarati,262.0,78.0,0.0,0.15%,993.5,1.0,1.28%,12.74,2020-06-10 00:00:00
1444,Juruá (1),393.0,72.0,0.0,0.14%,489.4,0.0,0.00%,0,2020-06-10 00:00:00
1445,Santa Isabel do Rio Negro,119.0,63.0,0.0,0.12%,250.44,1.0,1.59%,3.98,2020-06-10 00:00:00
1446,Careiro da Várzea (1),146.0,55.0,0.0,0.10%,181.97,2.0,3.64%,6.62,2020-06-10 00:00:00
1447,Canutama (1),124.0,36.0,0.0,0.07%,230.34,0.0,0.00%,0,2020-06-10 00:00:00
1448,Apuí,149.0,27.0,0.0,0.05%,122.88,0.0,0.00%,0,2020-06-10 00:00:00
1449,Envira (2),11.0,0.0,0.0,0.00%,0,0.0,0.00%,0,2020-06-10 00:00:00
1450,Ipixuna (2),18.0,0.0,0.0,0.00%,0,0.0,0.00%,0,2020-06-10 00:00:00
1451,Manaus,57.54,21605,143.0,42.17%,989.8,1501,6.95%,68.77,2020-06-09 00:00:00
1452,INTERIOR,56328,29629,326.0,57.83%,1510.27,814.0,2.75%,41.49,2020-06-09 00:00:00
1453,Manacapuru,6558,2728,12.0,5.32%,2801.48,117.0,4.29%,120.15,2020-06-09 00:00:00
1454,Tefé,2752,2364,65.0,4.61%,3949.94,64.0,2.71%,106.94,2020-06-09 00:00:00
1455,São Gabriel da Cachoeira,2656,2342,43.0,4.57%,5140.02,27.0,1.15%,59.26,2020-06-09 00:00:00
1456,Coari,4208,2114,0.0,4.13%,2484.22,64.0,3.03%,75.21,2020-06-09 00:00:00
1457,Parintins,3.28,1729,1.0,3.37%,1513.04,62.0,3.59%,54.26,2020-06-09 00:00:00
1458,Tabatinga,2158,1114,2.0,2.17%,1691.88,67.0,6.01%,101.76,2020-06-09 00:00:00
1459,Benjamin Constant,1756,1096,1.0,2.14%,2549.79,25.0,2.28%,58.16,2020-06-09 00:00:00
1460,Itacoatiara,1.98,1053,0.0,2.06%,1039.11,50.0,4.75%,49.34,2020-06-09 00:00:00
1461,Iranduba,2.2430000000000003,934.0,5.0,1.82%,1933.91,26.0,2.78%,53.83,2020-06-09 00:00:00
1462,Santo Antônio do Içá (1),1314,863.0,2.0,1.68%,3995,16.0,1.85%,74.07,2020-06-09 00:00:00
1463,Careiro,1435,798.0,0.0,1.56%,2107.26,13.0,1.63%,34.33,2020-06-09 00:00:00
1464,Maués,1507,744.0,15.0,1.45%,1164.23,29.0,3.90%,45.38,2020-06-09 00:00:00
1465,Autazes,1161,713.0,1.0,1.39%,1802.1,23.0,3.23%,58.13,2020-06-09 00:00:00
1466,Barcelos,1.26,652.0,0.0,1.27%,2370.74,20.0,3.07%,72.72,2020-06-09 00:00:00
1467,Rio Preto da Eva,2291,585.0,6.0,1.14%,1754.28,11.0,1.88%,32.99,2020-06-09 00:00:00
1468,Presidente Figueiredo,1444,560.0,0.0,1.09%,1543.59,17.0,3.04%,46.86,2020-06-09 00:00:00
1469,Tapauá,1295,512.0,0.0,1.00%,2984.38,3.0,0.59%,17.49,2020-06-09 00:00:00
1470,São Paulo de Olivença,910.0,496.0,1.0,0.97%,1262.12,14.0,2.82%,35.62,2020-06-09 00:00:00
1471,Anori,695.0,488.0,0.0,0.95%,2322.7,8.0,1.64%,38.08,2020-06-09 00:00:00
1472,Boca do Acre (1),934.0,480.0,0.0,0.94%,1399.09,8.0,1.67%,23.32,2020-06-09 00:00:00
1473,Barreirinha,649.0,430.0,0.0,0.84%,1342.03,4.0,0.93%,12.48,2020-06-09 00:00:00
1474,Itapiranga (1),393.0,393.0,1.0,0.77%,4296.02,5.0,1.27%,54.66,2020-06-09 00:00:00
1475,Alvarães (1),648.0,389.0,0.0,0.76%,2425.04,10.0,2.57%,62.34,2020-06-09 00:00:00
1476,Beruri,465.0,374.0,1.0,0.73%,1900.5,5.0,1.34%,25.41,2020-06-09 00:00:00
1477,Tonantins,686.0,340.0,1.0,0.66%,1812.85,13.0,3.82%,69.31,2020-06-09 00:00:00
1478,Amaturá,343.0,336.0,0.0,0.66%,2912.62,8.0,2.38%,69.35,2020-06-09 00:00:00
1479,Fonte Boa,521.0,328.0,39.0,0.64%,1862.68,13.0,3.96%,73.83,2020-06-09 00:00:00
1480,Borba,760.0,319.0,4.0,0.62%,775.01,14.0,4.39%,34.01,2020-06-09 00:00:00
1481,Carauari,1016,316.0,0.0,0.62%,1116.84,3.0,0.95%,10.6,2020-06-09 00:00:00
1482,Uarini,307.0,307.0,0.0,0.60%,2267.36,1.0,0.33%,7.39,2020-06-09 00:00:00
1483,Urucará,570.0,254.0,3.0,0.50%,1562.5,4.0,1.57%,24.61,2020-06-09 00:00:00
1484,Novo Aripuanã (1),301.0,229.0,0.0,0.45%,893,8.0,3.49%,31.2,2020-06-09 00:00:00
1485,Anamã,354.0,220.0,0.0,0.43%,1615.98,0.0,0.00%,0,2020-06-09 00:00:00
1486,Humaitá,792.0,213.0,0.0,0.42%,386.71,3.0,1.41%,5.45,2020-06-09 00:00:00
1487,Eirunepé,590.0,206.0,0.0,0.40%,584.02,0.0,0.00%,0,2020-06-09 00:00:00
1488,Urucurituba,612.0,206.0,0.0,0.40%,893.13,2.0,0.97%,8.67,2020-06-09 00:00:00
1489,Atalaia do Norte,230.0,182.0,0.0,0.36%,913.61,1.0,0.55%,5.02,2020-06-09 00:00:00
1490,Novo Airão,464.0,179.0,0.0,0.35%,920.12,5.0,2.79%,25.7,2020-06-09 00:00:00
1491,Jutaí (1),354.0,154.0,7.0,0.30%,1075.64,12.0,7.79%,83.82,2020-06-09 00:00:00
1492,Manaquiri (1),285.0,153.0,1.0,0.30%,476.56,7.0,4.58%,21.8,2020-06-09 00:00:00
1493,Nova Olinda do Norte,182.0,152.0,4.0,0.30%,406.66,12.0,7.89%,32.1,2020-06-09 00:00:00
1494,Japurá,316.0,145.0,54.0,0.28%,5263.16,0.0,0.00%,0,2020-06-09 00:00:00
1495,São Sebastião do Uatumã,260.0,142.0,0.0,0.28%,1012.84,1.0,0.70%,7.13,2020-06-09 00:00:00
1496,Silves,290.0,138.0,2.0,0.27%,1504.74,4.0,2.90%,43.62,2020-06-09 00:00:00
1497,Maraã,392.0,137.0,23.0,0.27%,751.76,1.0,0.73%,5.49,2020-06-09 00:00:00
1498,Lábrea,218.0,136.0,3.0,0.27%,295.21,0.0,0.00%,0,2020-06-09 00:00:00
1499,Caapiranga,257.0,124.0,0.0,0.24%,947.94,2.0,1.61%,15.29,2020-06-09 00:00:00
1500,Boa Vista do Ramos,244.0,107.0,11.0,0.21%,557.09,2.0,1.87%,10.41,2020-06-09 00:00:00
1501,Codajás,133.0,84.0,0.0,0.16%,293.33,2.0,2.38%,6.98,2020-06-09 00:00:00
1502,Nhamundá,150.0,83.0,1.0,0.16%,392.01,2.0,2.41%,9.45,2020-06-09 00:00:00
1503,Guajará (1),90.0,80.0,0.0,0.16%,479.67,1.0,1.25%,6,2020-06-09 00:00:00
1504,Pauini (1),80.0,80.0,0.0,0.16%,411.82,0.0,0.00%,0,2020-06-09 00:00:00
1505,Manicoré,550.0,75.0,17.0,0.15%,134.53,2.0,2.67%,3.59,2020-06-09 00:00:00
1506,Juruá (1),393.0,72.0,0.0,0.14%,489.4,0.0,0.00%,0,2020-06-09 00:00:00
1507,Santa Isabel do Rio Negro,118.0,59.0,0.0,0.12%,234.54,1.0,1.69%,3.98,2020-06-09 00:00:00
1508,Careiro da Várzea,146.0,55.0,0.0,0.11%,181.97,2.0,3.64%,6.62,2020-06-09 00:00:00
1509,Canutama,124.0,36.0,0.0,0.07%,230.34,0.0,0.00%,0,2020-06-09 00:00:00
1510,Apuí (1),144.0,27.0,0.0,0.05%,122.88,0.0,0.00%,0,2020-06-09 00:00:00
1511,Itamarati (1),35.0,4.0,0.0,0.01%,50.95,0.0,0.00%,0,2020-06-09 00:00:00
1512,Envira (2),18.0,0.0,0.0,0.00%,0,0.0,0.00%,0,2020-06-09 00:00:00
1513,Ipixuna (2),11.0,0.0,0.0,0.00%,0,0.0,0.00%,0,2020-06-09 00:00:00
1514,Manaus,55804,20948,143.0,42.05%,959.7,1475,7.04%,67.57,2020-06-08 00:00:00
1515,INTERIOR,54.601000000000006,28869,293.0,57.95%,1471.23,796.0,2.76%,40.57,2020-06-08 00:00:00
1516,Manacapuru,6443,2.7,12.0,5.42%,2772.73,113.0,4.19%,116.04,2020-06-08 00:00:00
1517,São Gabriel da Cachoeira,2.6460000000000004,2299,23.0,4.62%,5045.65,27.0,1.17%,59.26,2020-06-08 00:00:00
1518,Tefé,2642,2269,60.0,4.56%,3791.21,63.0,2.78%,105.26,2020-06-08 00:00:00
1519,Coari,4199,2112,0.0,4.24%,2481.87,64.0,3.03%,75.21,2020-06-08 00:00:00
1520,Parintins,3122,1669,1.0,3.35%,1460.54,60.0,3.59%,52.51,2020-06-08 00:00:00
1521,Tabatinga,2148,1.1079999999999999,2.0,2.22%,1682.77,60.0,5.42%,91.12,2020-06-08 00:00:00
1522,Benjamin Constant,1.74,1084,1.0,2.18%,2521.87,25.0,2.31%,58.16,2020-06-08 00:00:00
1523,Itacoatiara,1.83,1005,0.0,2.02%,991.74,50.0,4.98%,49.34,2020-06-08 00:00:00
1524,Iranduba,2161,898.0,5.0,1.80%,1859.37,26.0,2.90%,53.83,2020-06-08 00:00:00
1525,Santo Antônio do Içá,1314,863.0,2.0,1.73%,3995,16.0,1.85%,74.07,2020-06-08 00:00:00
1526,Careiro,1.41,773.0,0.0,1.55%,2041.25,13.0,1.68%,34.33,2020-06-08 00:00:00
1527,Maués,1.4780000000000002,737.0,15.0,1.48%,1153.27,29.0,3.93%,45.38,2020-06-08 00:00:00
1528,Autazes,1087,670.0,1.0,1.35%,1693.42,23.0,3.43%,58.13,2020-06-08 00:00:00
1529,Barcelos,1.25,636.0,0.0,1.28%,2312.56,20.0,3.14%,72.72,2020-06-08 00:00:00
1530,Rio Preto da Eva,2281,576.0,6.0,1.16%,1727.29,11.0,1.91%,32.99,2020-06-08 00:00:00
1531,Presidente Figueiredo,1383,540.0,0.0,1.08%,1488.46,16.0,2.96%,44.1,2020-06-08 00:00:00
1532,São Paulo de Olivença,905.0,484.0,1.0,0.97%,1231.58,13.0,2.69%,33.08,2020-06-08 00:00:00
1533,Boca do Acre,934.0,480.0,0.0,0.96%,1399.09,8.0,1.67%,23.32,2020-06-08 00:00:00
1534,Anori,695.0,468.0,0.0,0.93%,2198.95,8.0,1.73%,38.08,2020-06-08 00:00:00
1535,Tapauá (1),1165,456.0,0.0,0.92%,2657.96,3.0,0.66%,17.49,2020-06-08 00:00:00
1536,Barreirinha,639.0,413.0,0.0,0.83%,1288.97,4.0,0.97%,12.48,2020-06-08 00:00:00
1537,Itapiranga,393.0,393.0,1.0,0.79%,4296.02,5.0,1.27%,54.66,2020-06-08 00:00:00
1538,Alvarães,648.0,389.0,0.0,0.78%,2425.04,10.0,2.57%,62.34,2020-06-08 00:00:00
1539,Beruri,465.0,374.0,1.0,0.75%,1900.5,5.0,1.34%,25.41,2020-06-08 00:00:00
1540,Amaturá,338.0,334.0,0.0,0.67%,2895.28,8.0,2.40%,69.35,2020-06-08 00:00:00
1541,Tonantins,595.0,330.0,1.0,0.66%,1759.53,13.0,3.94%,69.31,2020-06-08 00:00:00
1542,Fonte Boa,380.0,321.0,39.0,0.64%,1822.93,13.0,4.05%,73.83,2020-06-08 00:00:00
1543,Borba,760.0,315.0,3.0,0.63%,765.29,14.0,4.44%,34.01,2020-06-08 00:00:00
1544,Carauari,1016,299.0,0.0,0.60%,1056.76,2.0,0.67%,7.07,2020-06-08 00:00:00
1545,Uarini,269.0,269.0,0.0,0.54%,1986.71,1.0,0.37%,7.39,2020-06-08 00:00:00
1546,Urucará,541.0,249.0,3.0,0.50%,1531.74,4.0,1.61%,24.61,2020-06-08 00:00:00
1547,Novo Aripuanã,301.0,229.0,0.0,0.46%,893,8.0,3.49%,31.2,2020-06-08 00:00:00
1548,Anamã,338.0,215.0,0.0,0.43%,1579.26,0.0,0.00%,0,2020-06-08 00:00:00
1549,Humaitá,614.0,204.0,0.0,0.41%,370.37,3.0,1.47%,5.45,2020-06-08 00:00:00
1550,Urucurituba,586.0,200.0,0.0,0.40%,867.11,2.0,1.00%,8.67,2020-06-08 00:00:00
1551,Eirunepé,535.0,195.0,0.0,0.39%,552.83,0.0,0.00%,0,2020-06-08 00:00:00
1552,Novo Airão,452.0,176.0,0.0,0.35%,904.7,5.0,2.84%,25.7,2020-06-08 00:00:00
1553,Atalaia do Norte,212.0,162.0,0.0,0.33%,813.21,1.0,0.62%,5.02,2020-06-08 00:00:00
1554,Jutaí,354.0,154.0,7.0,0.31%,1075.64,12.0,7.79%,83.82,2020-06-08 00:00:00
1555,Manaquiri,285.0,153.0,1.0,0.31%,476.56,7.0,4.58%,21.8,2020-06-08 00:00:00
1556,Nova Olinda do Norte,177.0,151.0,4.0,0.30%,403.98,12.0,7.95%,32.1,2020-06-08 00:00:00
1557,Japurá,316.0,142.0,47.0,0.29%,5154.26,0.0,0.00%,0,2020-06-08 00:00:00
1558,Silves,289.0,137.0,2.0,0.28%,1493.84,4.0,2.92%,43.62,2020-06-08 00:00:00
1559,Maraã,384.0,135.0,23.0,0.27%,740.78,1.0,0.74%,5.49,2020-06-08 00:00:00
1560,São Sebastião do Uatumã,230.0,131.0,0.0,0.26%,934.38,1.0,0.76%,7.13,2020-06-08 00:00:00
1561,Lábrea,213.0,127.0,3.0,0.25%,275.67,0.0,0.00%,0,2020-06-08 00:00:00
1562,Caapiranga,249.0,120.0,0.0,0.24%,917.36,2.0,1.67%,15.29,2020-06-08 00:00:00
1563,Boa Vista do Ramos,239.0,93.0,11.0,0.19%,484.2,2.0,2.15%,10.41,2020-06-08 00:00:00
1564,Nhamundá,145.0,81.0,1.0,0.16%,382.56,2.0,2.47%,9.45,2020-06-08 00:00:00
1565,Guajará,90.0,80.0,0.0,0.16%,479.67,1.0,1.25%,6,2020-06-08 00:00:00
1566,Pauini,80.0,80.0,0.0,0.16%,411.82,0.0,0.00%,0,2020-06-08 00:00:00
1567,Codajás,123.0,76.0,0.0,0.15%,265.39,2.0,2.63%,6.98,2020-06-08 00:00:00
1568,Juruá,393.0,72.0,0.0,0.14%,489.4,0.0,0.00%,0,2020-06-08 00:00:00
1569,Manicoré,541.0,71.0,17.0,0.14%,127.35,2.0,2.82%,3.59,2020-06-08 00:00:00
1570,Careiro da Várzea,141.0,54.0,0.0,0.11%,178.66,1.0,1.85%,3.31,2020-06-08 00:00:00
1571,Santa Isabel do Rio Negro,110.0,51.0,0.0,0.10%,202.73,1.0,1.96%,3.98,2020-06-08 00:00:00
1572,Canutama,119.0,36.0,0.0,0.07%,230.34,0.0,0.00%,0,2020-06-08 00:00:00
1573,Apuí (1),144.0,27.0,0.0,0.05%,122.88,0.0,0.00%,0,2020-06-08 00:00:00
1574,Itamarati (1),35.0,4.0,0.0,0.01%,50.95,0.0,0.00%,0,2020-06-08 00:00:00
1575,Envira (2),11.0,0.0,0.0,0.00%,0,0.0,0.00%,0,2020-06-08 00:00:00
1576,Ipixuna (2),18.0,0.0,0.0,0.00%,0,0.0,0.00%,0,2020-06-08 00:00:00
1577,Manaus,55.54,20837,125.0,42.29%,954.62,1466,7.04%,67.16,2020-06-07 00:00:00
1578,INTERIOR,52657,28432,276.0,57.71%,1449.26,784.0,2.76%,39.96,2020-06-07 00:00:00
1579,Manacapuru,6.4060000000000015,2.67,12.0,5.42%,2741.92,109.0,4.08%,111.9,2020-06-07 00:00:00
1580,São Gabriel da Cachoeira,2636,2286,23.0,4.64%,5017.12,27.0,1.18%,59.26,2020-06-07 00:00:00
1581,Tefé,2.6319999999999997,2253,60.0,4.57%,3764.47,62.0,2.75%,103.5,2020-06-07 00:00:00
1582,Coari,2928,2.1,0.0,4.26%,2467.77,64.0,3.05%,75.21,2020-06-07 00:00:00
1583,Parintins,3111,1658,1.0,3.37%,1450.91,60.0,3.62%,52.51,2020-06-07 00:00:00
1584,Tabatinga,2138,1103,2.0,2.24%,1675.17,60.0,5.44%,91.12,2020-06-07 00:00:00
1585,Benjamin Constant,1.73,1084,1.0,2.20%,2521.87,25.0,2.31%,58.16,2020-06-07 00:00:00
1586,Itacoatiara 1,1.82,962.0,0.0,1.95%,949.31,50.0,5.20%,49.34,2020-06-07 00:00:00
1587,Iranduba,2161,898.0,5.0,1.82%,1859.37,26.0,2.90%,53.83,2020-06-07 00:00:00
1588,Santo Antônio do Içá 1,1162,786.0,2.0,1.60%,3638.55,16.0,2.04%,74.07,2020-06-07 00:00:00
1589,Careiro 1,1401,769.0,0.0,1.56%,2030.68,13.0,1.69%,34.33,2020-06-07 00:00:00
1590,Maués,1472,733.0,15.0,1.49%,1147.02,29.0,3.96%,45.38,2020-06-07 00:00:00
1591,Autazes,1082,666.0,1.0,1.35%,1683.31,23.0,3.45%,58.13,2020-06-07 00:00:00
1592,Barcelos,1188,597.0,0.0,1.21%,2170.75,20.0,3.35%,72.72,2020-06-07 00:00:00
1593,Rio Preto da Eva,2271,575.0,6.0,1.17%,1724.29,11.0,1.91%,32.99,2020-06-07 00:00:00
1594,Presidente Figueiredo,1.3769999999999998,538.0,0.0,1.09%,1482.95,16.0,2.97%,44.1,2020-06-07 00:00:00
1595,São Paulo de Olivença 1,900.0,481.0,1.0,0.98%,1223.95,12.0,2.49%,30.54,2020-06-07 00:00:00
1596,Boca do Acre 1,929.0,475.0,0.0,0.96%,1384.52,7.0,1.47%,20.4,2020-06-07 00:00:00
1597,Anori,695.0,468.0,0.0,0.95%,2227.51,7.0,1.50%,33.32,2020-06-07 00:00:00
1598,Tapauá 1,1165,456.0,0.0,0.93%,2657.96,3.0,0.66%,17.49,2020-06-07 00:00:00
1599,Barreirinha,628.0,409.0,0.0,0.83%,1276.49,4.0,0.98%,12.48,2020-06-07 00:00:00
1600,Itapiranga,389.0,389.0,1.0,0.79%,4252.3,5.0,1.29%,54.66,2020-06-07 00:00:00
1601,Alvarães 1,645.0,384.0,0.0,0.78%,2393.87,10.0,2.60%,62.34,2020-06-07 00:00:00
1602,Beruri,465.0,374.0,1.0,0.76%,1900.5,5.0,1.34%,25.41,2020-06-07 00:00:00
1603,Amaturá,338.0,334.0,0.0,0.68%,2895.28,8.0,2.40%,69.35,2020-06-07 00:00:00
1604,Fonte Boa,375.0,321.0,31.0,0.65%,1822.93,13.0,4.05%,73.83,2020-06-07 00:00:00
1605,Borba,755.0,315.0,3.0,0.64%,765.29,14.0,4.44%,34.01,2020-06-07 00:00:00
1606,Tonantins 1,590.0,292.0,1.0,0.59%,1556.92,12.0,4.11%,63.98,2020-06-07 00:00:00
1607,Carauari 1,997.0,290.0,0.0,0.59%,1024.95,2.0,0.69%,7.07,2020-06-07 00:00:00
1608,Uarini 1,269.0,269.0,0.0,0.55%,1986.71,1.0,0.37%,7.39,2020-06-07 00:00:00
1609,Urucará,540.0,248.0,3.0,0.50%,1525.59,3.0,1.21%,18.45,2020-06-07 00:00:00
1610,Novo Aripuanã,271.0,229.0,0.0,0.46%,893,8.0,3.49%,31.2,2020-06-07 00:00:00
1611,Anamã,333.0,213.0,0.0,0.43%,1564.57,0.0,0.00%,0,2020-06-07 00:00:00
1612,Humaitá,597.0,203.0,0.0,0.41%,368.55,2.0,0.99%,3.63,2020-06-07 00:00:00
1613,Urucurituba,586.0,200.0,0.0,0.41%,867.11,2.0,1.00%,8.67,2020-06-07 00:00:00
1614,Eirunepé,531.0,195.0,0.0,0.40%,552.83,0.0,0.00%,0,2020-06-07 00:00:00
1615,Novo Airão,452.0,176.0,0.0,0.36%,904.7,5.0,2.84%,25.7,2020-06-07 00:00:00
1616,Atalaia do Norte 1,168.0,159.0,0.0,0.32%,798.15,1.0,0.63%,5.02,2020-06-07 00:00:00
1617,Manaquiri,280.0,152.0,1.0,0.31%,473.45,7.0,4.61%,21.8,2020-06-07 00:00:00
1618,Jutaí 1,349.0,149.0,7.0,0.30%,1040.72,11.0,7.38%,76.83,2020-06-07 00:00:00
1619,Nova Olinda do Norte,172.0,140.0,4.0,0.28%,374.55,12.0,8.57%,32.1,2020-06-07 00:00:00
1620,Japurá,308.0,137.0,47.0,0.28%,4972.78,0.0,0.00%,0,2020-06-07 00:00:00
1621,Silves,280.0,137.0,2.0,0.28%,1493.84,4.0,2.92%,43.62,2020-06-07 00:00:00
1622,São Sebastião do Uatumã,230.0,130.0,0.0,0.26%,927.25,1.0,0.77%,7.13,2020-06-07 00:00:00
1623,Lábrea,198.0,117.0,2.0,0.24%,253.97,0.0,0.00%,0,2020-06-07 00:00:00
1624,Maraã 1,339.0,116.0,23.0,0.24%,636.52,1.0,0.86%,5.49,2020-06-07 00:00:00
1625,Caapiranga,218.0,109.0,0.0,0.22%,833.27,2.0,1.83%,15.29,2020-06-07 00:00:00
1626,Boa Vista do Ramos,234.0,90.0,3.0,0.18%,468.58,2.0,2.22%,10.41,2020-06-07 00:00:00
1627,Guajará,90.0,80.0,0.0,0.16%,479.67,1.0,1.25%,6,2020-06-07 00:00:00
1628,Codajás,121.0,74.0,0.0,0.15%,258.41,2.0,2.70%,6.98,2020-06-07 00:00:00
1629,Juruá,391.0,72.0,0.0,0.15%,489.4,0.0,0.00%,0,2020-06-07 00:00:00
1630,Nhamundá,140.0,72.0,1.0,0.15%,340.06,2.0,2.78%,9.45,2020-06-07 00:00:00
1631,Manicoré,529.0,68.0,17.0,0.14%,121.97,2.0,2.94%,3.59,2020-06-07 00:00:00
1632,Pauini 1,75.0,67.0,0.0,0.14%,344.9,0.0,0.00%,0,2020-06-07 00:00:00
1633,Careiro da Várzea,141.0,54.0,0.0,0.11%,178.66,1.0,1.85%,3.31,2020-06-07 00:00:00
1634,Santa Isabel do Rio Negro 1,107.0,43.0,0.0,0.09%,170.93,1.0,2.33%,3.98,2020-06-07 00:00:00
1635,Canutama,114.0,36.0,0.0,0.07%,230.34,0.0,0.00%,0,2020-06-07 00:00:00
1636,Apuí 1,144.0,27.0,0.0,0.05%,122.88,0.0,0.00%,0,2020-06-07 00:00:00
1637,Itamarati 1,35.0,4.0,0.0,0.01%,50.95,0.0,0.00%,0,2020-06-07 00:00:00
1638,Envira***,11.0,0.0,0.0,0.00%,0,0.0,0.00%,0,2020-06-07 00:00:00
1639,Ipixuna***,18.0,0.0,0.0,0.00%,0,0.0,0.00%,0,2020-06-07 00:00:00
1640,Manaus,55255,20785,125.0,42.61%,952.23,1462,7.03%,66.98,2020-06-06 00:00:00
1641,INTERIOR,51.96,28000,276.0,57.39%,1427.24,770.0,2.75%,39.25,2020-06-06 00:00:00
1642,Manacapuru,6395,2659,12.0,5.45%,2730.62,107.0,4.02%,109.88,2020-06-06 00:00:00
1643,São Gabriel da Cachoeira,2636,2.28,23.0,4.67%,5003.95,27.0,1.18%,59.26,2020-06-06 00:00:00
1644,Tefé,2612,2226,60.0,4.56%,3719.36,60.0,2.70%,100.25,2020-06-06 00:00:00
1645,Coari,2.8160000000000003,2089,0.0,4.28%,2454.85,64.0,3.06%,75.21,2020-06-06 00:00:00
1646,Parintins,2.8310000000000004,1614,1.0,3.31%,1412.41,59.0,3.66%,51.63,2020-06-06 00:00:00
1647,Tabatinga,2138,1095,2.0,2.24%,1663.02,60.0,5.48%,91.12,2020-06-06 00:00:00
1648,Benjamin Constant,1726,1082,1.0,2.22%,2517.22,25.0,2.31%,58.16,2020-06-06 00:00:00
1649,Itacoatiara,1.82,962.0,0.0,1.97%,949.31,50.0,5.20%,49.34,2020-06-06 00:00:00
1650,Iranduba,2063,870.0,5.0,1.78%,1801.39,26.0,2.99%,53.83,2020-06-06 00:00:00
1651,Santo Antônio do Içá,1162,786.0,2.0,1.61%,3638.55,16.0,2.04%,74.07,2020-06-06 00:00:00
1652,Careiro,1401,769.0,0.0,1.58%,2030.68,13.0,1.69%,34.33,2020-06-06 00:00:00
1653,Maués,1.4669999999999999,730.0,15.0,1.50%,1142.32,29.0,3.97%,45.38,2020-06-06 00:00:00
1654,Autazes,1.0759999999999998,664.0,1.0,1.36%,1678.25,22.0,3.31%,55.6,2020-06-06 00:00:00
1655,Rio Preto da Eva,2271,567.0,6.0,1.16%,1700.3,11.0,1.94%,32.99,2020-06-06 00:00:00
1656,Barcelos,1188,546.0,0.0,1.12%,1985.31,18.0,3.30%,65.45,2020-06-06 00:00:00
1657,Presidente Figueiredo,1365,533.0,0.0,1.09%,1469.17,16.0,3.00%,44.1,2020-06-06 00:00:00
1658,São Paulo de Olivença,900.0,481.0,1.0,0.99%,1223.95,12.0,2.49%,30.54,2020-06-06 00:00:00
1659,Boca do Acre,929.0,475.0,0.0,0.97%,1384.52,7.0,1.47%,20.4,2020-06-06 00:00:00
1660,Tapauá,1165,456.0,0.0,0.93%,2657.96,3.0,0.66%,17.49,2020-06-06 00:00:00
1661,Anori,695.0,424.0,0.0,0.87%,2018.09,6.0,1.42%,28.56,2020-06-06 00:00:00
1662,Barreirinha,605.0,398.0,0.0,0.82%,1242.16,4.0,1.01%,12.48,2020-06-06 00:00:00
1663,Itapiranga,386.0,386.0,1.0,0.79%,4219.5,5.0,1.30%,54.66,2020-06-06 00:00:00
1664,Alvarães,645.0,384.0,0.0,0.79%,2393.87,10.0,2.60%,62.34,2020-06-06 00:00:00
1665,Beruri,465.0,374.0,1.0,0.77%,1900.5,5.0,1.34%,25.41,2020-06-06 00:00:00
1666,Amaturá,335.0,331.0,0.0,0.68%,2869.28,8.0,2.42%,69.35,2020-06-06 00:00:00
1667,Borba,755.0,313.0,3.0,0.64%,760.43,14.0,4.47%,34.01,2020-06-06 00:00:00
1668,Fonte Boa,375.0,308.0,31.0,0.63%,1749.11,11.0,3.57%,62.47,2020-06-06 00:00:00
1669,Tonantins,590.0,292.0,1.0,0.60%,1556.92,12.0,4.11%,63.98,2020-06-06 00:00:00
1670,Carauari,997.0,290.0,0.0,0.59%,1024.95,2.0,0.69%,7.07,2020-06-06 00:00:00
1671,Uarini,269.0,269.0,0.0,0.55%,1986.71,1.0,0.37%,7.39,2020-06-06 00:00:00
1672,Urucará,536.0,246.0,3.0,0.50%,1513.29,3.0,1.22%,18.45,2020-06-06 00:00:00
1673,Novo Aripuanã,271.0,212.0,0.0,0.43%,826.7,7.0,3.30%,27.3,2020-06-06 00:00:00
